City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
450,Zhangjiakou,CN,40.81,114.8794,61.59,70,21,2.59,few clouds
451,San Andres,CO,12.5847,-81.7006,89.62,70,75,6.91,broken clouds
452,Loudeac,FR,48.1783,-2.7543,61.72,91,99,3.22,overcast clouds
453,Zanjan,IR,36.6736,48.4787,58.17,80,61,9.19,broken clouds
454,Tazovskiy,RU,67.4667,78.7,38.43,89,99,6.58,overcast clouds
455,Novoseleznevo,RU,55.6821,69.2056,43.47,81,96,7.76,overcast clouds
456,Westport,US,41.1415,-73.3579,88.45,44,0,9.22,clear sky
457,Eenhana,NA,-17.4667,16.3333,71.58,15,0,7.54,clear sky
458,Nabire,ID,-3.3667,135.4833,75.7,90,100,2.77,overcast clouds
459,Puerto Carreno,CO,6.189,-67.4859,89.58,62,40,4.61,scattered clouds
460,Hato Mayor,DO,18.7629,-69.256,84.58,75,100,7.14,overcast clouds
461,Beitbridge,ZW,-22.2167,30.0,76.66,20,0,8.3,clear sky
462,Felipe Carrillo Puerto,MX,19.5833,-88.05,83.5,82,94,6.11,overcast clouds
463,Spring Hill,US,28.4769,-82.5255,78.24,95,100,12.35,light rain
464,Lasa,IT,46.6166,10.7002,54.36,90,60,4.45,broken clouds
465,Kumluca,TR,36.3703,30.2869,82.26,44,0,2.95,clear sky
466,Asau,RO,46.4333,26.4,61.72,89,100,5.19,overcast clouds
467,Constitucion,CL,-35.3333,-72.4167,56.19,59,0,3.47,clear sky
468,Alihe,CN,50.5667,123.7167,55.33,93,90,2.62,overcast clouds
469,Nhulunbuy,AU,-12.2333,136.7667,70.41,94,75,0.0,broken clouds
470,Tagudin,PH,16.9355,120.4442,77.09,84,100,6.06,overcast clouds
471,Taltal,CL,-25.4,-70.4833,58.32,70,74,8.01,broken clouds
472,Kavaratti,IN,10.5669,72.642,79.88,83,100,22.12,overcast clouds
473,Quito,EC,-0.2299,-78.5249,70.75,57,99,6.51,light rain
474,Awbari,LY,26.5921,12.7805,81.86,17,0,8.55,clear sky
475,Launceston,AU,-41.45,147.1667,46.8,87,40,9.22,scattered clouds
476,Trinidad,BO,-14.8333,-64.9,76.98,41,75,5.75,broken clouds
477,Gediz,TR,39.0417,29.41,71.24,40,0,2.39,clear sky
478,Svetlogorsk,BY,52.6333,29.7333,47.66,96,100,17.92,overcast clouds
479,Lengshuijiang,CN,27.6881,111.4294,77.0,55,99,1.7,overcast clouds
480,Tenenkou,ML,14.4572,-4.9169,84.51,59,100,4.63,overcast clouds
481,Uvarovo,RU,51.9849,42.2615,44.08,65,8,3.27,clear sky
482,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,42,0,8.05,clear sky
483,Mackay,AU,-21.15,149.2,64.26,49,0,4.18,clear sky
484,Dhidhdhoo,MV,6.8833,73.1,80.35,83,100,16.93,overcast clouds
485,Zyryanka,RU,65.75,150.85,42.37,92,100,2.93,overcast clouds
486,Aksha,RU,50.2814,113.2867,50.04,92,100,5.01,overcast clouds
487,Kuytun,RU,54.3419,101.5036,41.88,90,100,4.83,overcast clouds
488,Teguise,ES,29.0605,-13.564,71.82,73,20,10.36,few clouds
489,Gandajika,CD,-6.75,23.95,76.59,60,22,3.94,few clouds
490,Paka,MY,4.6374,103.4368,76.98,94,96,0.0,overcast clouds
491,Arman,RU,59.7,150.1667,44.02,78,0,6.02,clear sky
492,Quatre Cocos,MU,-20.2078,57.7625,68.09,69,7,11.9,clear sky
493,Puerto Varas,CL,-41.3195,-72.9854,55.62,71,40,9.22,scattered clouds
494,Ouango,CF,4.3133,22.5552,71.6,97,100,0.67,overcast clouds
495,Mount Isa,AU,-20.7333,139.5,65.97,26,0,5.75,clear sky
496,Rio Gallegos,AR,-51.6226,-69.2181,60.85,31,40,24.16,scattered clouds
497,Brookings,US,44.3114,-96.7984,72.05,39,27,9.13,scattered clouds
498,Kirakira,SB,-10.4544,161.9205,78.49,85,7,6.98,clear sky
499,Wilmington,US,34.2257,-77.9447,87.71,77,100,4.0,light rain
500,Siguiri,GN,11.6667,-9.5,72.81,95,100,2.28,light rain
501,Turbat,PK,26.0023,63.044,87.98,47,0,6.46,clear sky
502,Egvekinot,RU,66.3167,-179.1667,37.9,74,13,2.89,few clouds
503,Mokolo,CM,10.7398,13.8019,69.42,89,100,1.43,overcast clouds
504,Tashtagol,RU,52.7657,87.8894,42.55,74,52,2.01,broken clouds
505,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,87,100,15.35,overcast clouds
506,Pandharpur,IN,17.6667,75.3333,75.33,86,100,10.89,overcast clouds
507,Matara,LK,5.9485,80.5353,76.87,89,84,10.49,broken clouds
508,Hirtshals,DK,57.5881,9.9592,59.29,80,100,10.78,overcast clouds
509,Malakal,SS,9.5334,31.6605,70.88,98,73,4.56,light rain
510,Isla Mujeres,MX,21.2311,-86.731,75.16,90,100,7.7,overcast clouds
511,Batagay-Alyta,RU,67.8006,130.4114,34.68,59,77,6.38,broken clouds
512,Yicheng,CN,31.3705,119.8703,70.95,88,67,3.47,broken clouds
513,Korla,CN,41.7597,86.1469,78.58,20,0,8.21,clear sky
514,Riberalta,BO,-10.9833,-66.1,97.0,46,75,11.5,smoke
515,Khorixas,NA,-20.3667,14.9667,67.21,44,0,3.44,clear sky
516,Saint-Georges,GD,12.0564,-61.7485,87.48,70,20,17.27,few clouds
517,Takoradi,GH,4.8845,-1.7554,74.75,87,66,8.77,broken clouds
518,Axim,GH,4.8699,-2.2405,74.25,89,60,7.14,broken clouds
519,Smirnykh,RU,49.75,142.8333,52.32,63,0,3.27,clear sky
520,Plastun,RU,44.7561,136.2939,54.19,85,6,3.94,clear sky
521,Aykhal,RU,66.0,111.5,30.38,93,100,7.11,overcast clouds
522,Minab,IR,27.1467,57.0801,86.32,58,4,0.0,clear sky
523,Vao,NC,-22.6667,167.4833,72.97,88,4,9.22,clear sky
524,Kawalu,ID,-7.3817,108.2082,72.07,97,100,0.78,overcast clouds
525,Belyy Yar,RU,53.6039,91.3903,44.85,67,0,4.47,clear sky
526,Dongsheng,CN,39.8161,109.9776,58.37,59,0,8.5,clear sky
527,Glendive,US,47.1053,-104.7125,70.75,29,0,11.5,clear sky
528,Crib Point,AU,-38.35,145.2,51.89,86,100,15.59,overcast clouds
529,Suez,EG,29.9737,32.5263,75.54,72,0,10.18,clear sky
530,Iglas,IN,27.7167,77.9333,86.88,55,78,4.81,broken clouds
531,Sinnamary,GF,5.3833,-52.95,83.14,69,100,9.66,overcast clouds
532,Mlonggo,ID,-6.5333,110.7,77.32,82,98,4.38,overcast clouds
533,Adrar,MR,20.5022,-10.0711,102.33,13,63,8.95,broken clouds
534,Elko,US,41.0002,-115.5012,79.74,10,0,4.0,clear sky
535,Ketchikan,US,55.3422,-131.6461,57.18,64,12,6.91,few clouds
536,Cartagena Del Chaira,CO,1.3349,-74.8429,71.58,97,99,3.02,overcast clouds
537,Antalaha,MG,-14.9003,50.2788,66.47,86,9,6.71,clear sky
538,Puerto Ayacucho,VE,5.6639,-67.6236,84.49,74,97,5.66,overcast clouds
539,San Quintin,MX,30.4833,-115.95,79.3,69,84,16.42,broken clouds
540,La Ronge,CA,55.1001,-105.2842,66.45,30,75,13.8,broken clouds
541,Ordzhonikidze,KZ,52.4411,61.7408,46.9,87,100,17.4,light rain
542,Talcahuano,CL,-36.7167,-73.1167,58.68,55,0,9.22,clear sky
543,Hobyo,SO,5.3505,48.5268,76.73,88,48,25.26,scattered clouds
544,Anuradhapura,LK,8.3565,80.4173,76.78,83,100,13.2,overcast clouds
545,Westerville,US,40.1262,-82.9291,79.79,66,100,5.01,overcast clouds
546,Sembakung,ID,3.8167,117.25,72.75,99,100,2.06,overcast clouds
547,Cervo,ES,43.6702,-7.4101,66.96,83,0,5.3,clear sky
548,Loding,NO,67.3,14.75,50.85,86,75,0.0,broken clouds
549,Kondinskoye,RU,59.6481,67.41,43.3,89,99,3.91,overcast clouds
550,Lagos,NG,6.5833,3.75,75.56,87,100,4.83,overcast clouds
551,Januaria,BR,-15.4833,-44.3667,92.26,11,5,4.94,clear sky
552,Lagoa,PT,39.05,-27.9833,71.82,72,100,28.61,overcast clouds
553,Sistranda,NO,63.7256,8.834,51.76,79,8,9.46,clear sky
554,Saint-Paul,RE,-21.0096,55.2707,69.89,72,52,1.7,broken clouds
555,Fomboni,KM,-12.28,43.7425,75.69,71,6,2.37,clear sky
556,Pokhara,NP,28.2333,83.9833,72.73,75,95,3.49,overcast clouds
557,West Wendover,US,40.7391,-114.0733,75.9,9,0,5.64,clear sky
558,Yeppoon,AU,-23.1333,150.7333,56.98,59,83,5.61,broken clouds
559,Ormara,PK,25.2088,64.6357,82.44,78,43,13.35,scattered clouds
560,Natchez,US,31.5604,-91.4032,80.82,69,40,5.75,scattered clouds
561,Cochabamba,BO,-17.3895,-66.1568,76.75,29,20,9.22,few clouds
562,Mumford,GH,5.2618,-0.759,75.11,89,13,11.88,few clouds
563,Mandalgovi,MN,45.7625,106.2708,52.34,69,83,18.95,broken clouds
564,Wenling,CN,28.3669,121.36,70.21,88,63,6.87,broken clouds
565,Longyearbyen,SJ,78.2186,15.6401,33.64,69,75,11.5,broken clouds
566,Mujiayingzi,CN,42.1167,118.7833,60.31,65,17,5.03,few clouds
567,Iwanai,JP,42.9744,140.5089,55.96,96,13,6.96,few clouds
568,Darnah,LY,32.767,22.6367,78.06,73,0,15.12,clear sky
569,Caceres,ES,39.522,-6.3748,81.97,31,1,4.7,clear sky
570,Jacareacanga,BR,-6.2222,-57.7528,102.92,18,4,4.18,clear sky
571,Sortavala,RU,61.7053,30.6918,48.13,85,52,4.97,broken clouds
572,Taguatinga,BR,-12.3857,-46.5711,95.97,15,1,5.08,clear sky
573,Sparbu,NO,63.9194,11.4366,47.86,78,4,0.89,clear sky
574,Umm Lajj,SA,25.0213,37.2685,87.76,58,10,7.18,clear sky
575,Sukhumi,GE,43.0033,41.0153,66.06,55,94,5.93,overcast clouds
576,Deputatskiy,RU,69.3,139.9,35.98,92,97,4.43,overcast clouds
577,Cabedelo,BR,-6.9811,-34.8339,79.47,74,43,11.39,scattered clouds
578,Estelle,US,29.8458,-90.1067,88.0,65,75,5.99,broken clouds
579,Tsiroanomandidy,MG,-18.7667,46.0333,65.28,54,0,4.76,clear sky
580,Aklavik,CA,68.2191,-135.0107,44.76,95,100,5.44,light rain
581,Mananjary,MG,-21.2167,48.3333,65.95,90,2,4.61,clear sky
582,Mirabad,AF,30.4362,61.8383,84.94,22,0,23.55,clear sky
583,Puerto Leguizamo,CO,-0.1934,-74.7819,73.36,95,100,2.13,overcast clouds
584,Solnechnyy,RU,50.7214,136.6319,56.95,84,10,5.08,clear sky
585,Cabrero,CL,-37.0333,-72.4,60.75,37,0,0.6,clear sky
586,Tarragona,ES,41.129,1.249,80.38,73,40,3.0,scattered clouds
587,Tombouctou,ML,20.0,-3.0,99.95,20,19,3.98,few clouds
588,Vangaindrano,MG,-23.35,47.6,64.94,90,0,4.29,clear sky
589,Baghdad,IQ,33.3406,44.4009,94.91,21,0,9.22,clear sky
590,Chengzihe,CN,45.3333,131.0667,55.47,89,100,1.57,overcast clouds
591,Kissidougou,GN,9.1848,-10.0999,68.11,97,98,1.57,overcast clouds
592,Luau,AO,-10.7073,22.2247,73.51,26,5,1.9,clear sky
593,Nivala,FI,63.9167,24.9667,44.69,71,98,3.62,overcast clouds
594,College,US,64.8569,-147.8028,50.32,90,75,11.5,broken clouds
595,Tambacounda,SN,13.7539,-13.7586,76.1,91,93,4.07,light rain
596,Kizukuri,JP,40.8061,140.3861,66.11,83,79,6.29,broken clouds
597,Lunenburg,CA,44.3835,-64.3155,78.06,54,0,10.36,clear sky
598,Cedar Lake,US,41.3648,-87.4411,87.98,52,67,11.77,broken clouds
599,Kholodnyy,RU,62.7167,147.95,36.59,79,12,3.56,few clouds
600,Mayumba,GA,-3.432,10.6554,74.28,88,100,8.25,overcast clouds
601,Guiratinga,BR,-16.3494,-53.7583,99.45,12,6,2.44,clear sky
602,Yarim,YE,14.298,44.3779,61.97,45,90,5.06,overcast clouds
603,Shiyan,CN,32.6475,110.7781,64.24,89,0,1.16,clear sky
604,Tabas,IR,33.5959,56.9244,89.82,12,0,4.61,clear sky
605,Valparaiso,CL,-33.0393,-71.6273,61.0,89,100,12.66,overcast clouds
606,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.79,83,29,11.43,scattered clouds
607,Torbay,CA,47.6666,-52.7314,57.58,95,100,28.01,moderate rain
608,Emerald,AU,-23.5333,148.1667,55.35,74,11,8.63,few clouds
609,High Level,CA,58.5169,-117.136,68.11,28,40,8.05,scattered clouds
610,Holme,DK,56.1138,10.1725,57.18,88,2,7.52,clear sky
611,Jurm,AF,36.8648,70.8342,65.55,31,0,2.15,clear sky
612,Ombessa,CM,4.603,11.2565,69.19,98,100,3.69,light rain
613,Abadan,IR,30.3392,48.3043,94.95,28,0,6.91,clear sky
614,Dubrovka,RU,53.6907,33.5071,47.26,52,76,10.45,broken clouds
615,Hovin,NO,63.1055,10.225,47.25,81,36,1.28,scattered clouds
616,Parana,AR,-31.732,-60.5238,69.57,22,0,4.54,clear sky
617,Misratah,LY,32.3754,15.0925,82.87,53,3,12.12,clear sky
618,Makhinjauri,GE,41.6739,41.694,64.26,82,0,12.66,light rain
619,Olafsvik,IS,64.8945,-23.7142,52.2,82,100,15.23,overcast clouds
620,Lingao,CN,19.9103,109.6859,77.4,80,100,5.99,overcast clouds
621,Orumiyeh,IR,37.5527,45.0761,60.35,55,0,6.91,clear sky
622,Cullen,GB,57.6904,-2.8182,55.89,86,77,11.01,broken clouds
623,Kruisfontein,ZA,-34.0033,24.7314,55.9,82,100,6.35,overcast clouds
624,Khorol,UA,49.7837,33.2783,58.39,44,100,14.56,overcast clouds
625,Manzhouli,CN,49.6,117.4333,58.8,78,100,7.25,overcast clouds
626,Khash,IR,28.2211,61.2158,77.54,16,0,7.45,clear sky
627,Sorong,ID,-0.8833,131.25,76.68,87,100,4.76,overcast clouds
628,Bandar,ID,2.05,99.75,71.13,92,100,3.18,overcast clouds
629,Litovko,RU,49.2361,135.1742,53.53,90,12,4.76,few clouds
630,Liberia,LR,6.5,-9.5,71.91,99,100,3.96,light rain
631,Harper,LR,4.375,-7.7169,75.76,85,25,9.24,scattered clouds
632,Dubuque,US,42.4833,-90.8668,71.67,73,100,12.66,overcast clouds
633,Nago,JP,26.5881,127.9761,80.46,84,100,11.34,overcast clouds
634,Yablonovo,RU,50.8523,37.3574,46.04,46,93,8.84,overcast clouds
635,Portland,US,45.5234,-122.6762,91.36,19,0,10.65,clear sky
636,Revda,RU,56.801,59.9303,41.11,83,100,4.12,overcast clouds
637,Houma,US,29.5958,-90.7195,90.0,65,59,2.59,broken clouds
638,Athmallik,IN,20.7219,84.5348,76.75,97,100,4.32,overcast clouds
639,Joaquim Gomes,BR,-9.1373,-35.7519,71.85,91,34,5.79,scattered clouds
640,Jiangyou,CN,31.7667,104.7167,66.61,89,14,3.58,few clouds
641,Parrita,CR,9.5201,-84.3225,82.24,74,100,4.59,overcast clouds
642,Ust-Maya,RU,60.4167,134.5333,33.06,88,51,3.74,broken clouds
643,Bonavista,CA,48.6499,-53.1147,57.16,87,100,29.64,overcast clouds
644,Brae,GB,60.3964,-1.353,50.94,83,89,1.5,overcast clouds
645,Goma,CD,-1.6792,29.2228,65.59,82,85,2.19,light rain
646,Nieves,PH,15.3274,120.9485,74.84,95,81,0.83,broken clouds
647,Karasjok,NO,69.4719,25.5112,44.37,85,98,7.76,overcast clouds
648,Goba,ET,7.0167,39.9833,52.57,89,97,4.56,overcast clouds
649,Calama,CL,-22.4667,-68.9333,70.9,11,1,22.66,clear sky
650,Ouesso,CG,1.6136,16.0517,71.1,96,20,2.3,few clouds
651,Cortes,ES,41.9395,-1.4396,82.45,36,33,5.99,scattered clouds
652,Alyangula,AU,-13.8483,136.4192,74.46,79,91,1.68,overcast clouds
653,Sergeyevka,KZ,53.88,67.4158,49.19,72,100,12.19,light rain
654,Vila Velha,BR,-20.3297,-40.2925,76.57,64,34,22.12,scattered clouds
655,Changping,CN,40.2186,116.2197,65.84,81,6,1.12,clear sky
656,Tanout,NE,14.9709,8.8879,85.59,51,83,10.98,broken clouds
657,Aksarka,RU,66.5606,67.7975,40.44,85,100,2.19,overcast clouds
658,Gazli,UZ,40.1333,63.45,67.05,31,23,17.25,few clouds
659,Acarau,BR,-2.8856,-40.12,81.21,66,0,17.09,clear sky
660,Shimoda,JP,34.6667,138.95,70.11,74,6,16.22,clear sky
661,Mporokoso,ZM,-9.3727,30.125,71.37,41,79,3.27,broken clouds
662,Bloomington,US,44.8408,-93.2983,74.71,52,39,4.0,scattered clouds
663,Gorele,TR,41.0308,39.0031,66.85,69,0,5.41,clear sky
664,Peterhead,GB,57.5058,-1.7981,54.5,85,66,7.23,broken clouds
665,Hellvik,NO,59.9156,5.781,59.77,72,3,3.0,clear sky
666,Slonim,BY,53.0867,25.3219,47.05,96,100,11.3,overcast clouds
667,Aktash,RU,50.3,87.7333,37.15,59,68,3.2,broken clouds
668,Agirish,RU,61.9247,63.0231,41.81,90,93,2.91,overcast clouds
669,Gazanjyk,TM,39.2446,55.5154,69.1,24,0,8.93,clear sky
670,Wonthaggi,AU,-38.6044,145.5913,48.81,75,100,16.26,overcast clouds
671,Tomball,US,30.0972,-95.6161,93.94,48,10,1.99,clear sky
672,Quelimane,MZ,-17.8786,36.8883,72.73,79,0,6.93,clear sky
673,Ous,RU,60.9058,61.5186,42.24,94,100,4.23,overcast clouds
674,Bazarnyye Mataki,RU,54.8833,49.9333,47.01,85,97,5.44,overcast clouds
675,Newport,GB,51.5877,-2.9984,64.69,83,100,2.46,overcast clouds
676,Linhai,CN,28.85,121.1167,66.72,95,17,2.75,few clouds
